OID_,id,status,lon,lat,z,requestDate,installDate,roofAccess,notes,name,neighborhood,boroughCode,borough,neighborhoodCode
976,11036,Installed,-73.954865200000000,40.693997000000003,27,1638820497538.000000000000000,1641186000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
977,11051,Installed,-73.954596999999993,40.692248399999997,49,1638980426344.000000000000000,1640581200000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
978,11076,Installed,-73.982406100000006,40.667532899999998,53,1639354687803.000000000000000,1642136400000.000000000000000,true,,,Park Slope,3,Brooklyn,179
979,11105,Installed,-73.968775200000010,40.676939900000001,49,1639753483809.000000000000000,1639717200000.000000000000000,true,,,Prospect Heights,3,Brooklyn,175
980,11197,Installed,-73.911248599999993,40.697523900000000,33,1641311634540.000000000000000,1644123600000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
981,11212,Installed,-73.954654199999993,40.692630399999999,17,1641441240987.000000000000000,1641618000000.000000000000000,true,SXT solo,,Bedford-Stuyvesant,3,Brooklyn,169
982,11217,Installed,-73.999841099999998,40.659971200000001,14,1641486584674.000000000000000,1643691600000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
983,11221,Installed,-73.991290100000001,40.724019699999999,34,1641499053417.000000000000000,1644469200000.000000000000000,true,,,East Village,1,Manhattan,127
984,11231,Installed,-73.990693199999995,40.669037099999997,28,1641669886480.000000000000000,1643173200000.000000000000000,true,Omni,,Gowanus,3,Brooklyn,177
985,11236,Installed,-73.932606600000000,40.680993800000003,31,1641745544055.000000000000000,1642914000000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
986,11243,Installed,-73.991290100000001,40.724019699999999,34,1641925680778.000000000000000,1644469200000.000000000000000,false,,,East Village,1,Manhattan,127
987,11260,Installed,-73.973141299999995,40.688129799999999,46,1642086495148.000000000000000,1642568400000.000000000000000,true,Omni,,Fort Greene,3,Brooklyn,163
988,11264,Installed,-73.914655199999999,40.690840600000001,22,1642102057611.000000000000000,1661832000000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
989,11266,Installed,-73.990418099999999,40.714208900000003,31,1642105478461.000000000000000,1664596800000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
990,11272,Installed,-73.944454999999991,40.690097799999997,27,1642181865837.000000000000000,1642827600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
991,11273,Installed,-73.986221000000000,40.716073799999997,94,1642182404118.000000000000000,1647316800000.000000000000000,false,410-8C,,Lower East Side,1,Manhattan,137
992,11283,Installed,-73.958299099999991,40.673774700000003,49,1642351646028.000000000000000,1667016000000.000000000000000,false,,,Crown Heights,3,Brooklyn,180
993,11286,Installed,-73.982382000000001,40.667563999999999,51,1642383738490.000000000000000,1642395600000.000000000000000,true,,,Park Slope,3,Brooklyn,179
994,11290,Installed,-73.934948499999990,40.683688300000000,32,1642438212572.000000000000000,1642482000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
995,11296,Installed,-73.918944299999993,40.681857699999988,28,1642534786977.000000000000000,1645419600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
996,11300,Installed,-73.991290100000001,40.718613300000001,35,1642603564489.000000000000000,1644901200000.000000000000000,true,Omni,,Lower East Side,1,Manhattan,137
997,11302,Installed,-73.937333999999993,40.697263000000000,42,1642607708507.000000000000000,1642568400000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
998,11304,Installed,-73.986221000000000,40.716073799999997,94,1642629672694.000000000000000,1647316800000.000000000000000,false,410-10D,,Lower East Side,1,Manhattan,137
999,11310,Installed,-73.930886899999990,40.705265799999999,24,1642740781403.000000000000000,1643086800000.000000000000000,true,Omni + AP,Thames,Williamsburg,4,Brooklyn,145
1000,11335,Installed,-73.984433999999993,40.715577300000007,95,1643127966026.000000000000000,1648440000000.000000000000000,true,460-17G,,Lower East Side,1,Manhattan,137
1001,11336,Installed,-73.984548400000008,40.716151699999998,85,1643135479512.000000000000000,1648785600000.000000000000000,true,131-13D,,Lower East Side,1,Manhattan,137
1002,11338,Installed,-73.984548400000008,40.716151699999998,85,1643153836585.000000000000000,1648699200000.000000000000000,true,131-12A,,Lower East Side,1,Manhattan,137
1003,11339,Installed,-73.993901399999999,40.715678500000003,40,1643165125836.000000000000000,1649563200000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
1004,11340,Installed,-73.916626800000003,40.689926999999997,28,1643172011816.000000000000000,1644037200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
1005,11354,Installed,-73.984433999999993,40.715577300000007,95,1643327517613.000000000000000,1648526400000.000000000000000,false,460-24E,,Lower East Side,1,Manhattan,137
1006,11355,Installed,-73.963213299999993,40.672691999999998,65,1643332383159.000000000000000,1643950800000.000000000000000,false,SXT solo,,Prospect Heights,3,Brooklyn,175
1007,11361,Installed,-73.984548400000008,40.716151699999998,85,1643491865203.000000000000000,1648699200000.000000000000000,false,131-7H,,Lower East Side,1,Manhattan,137
1008,11364,Installed,-73.926767999999996,40.684866000000000,25,1643517384291.000000000000000,1645938000000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
1009,11374,Installed,-73.986221000000000,40.716073799999997,94,1643681633741.000000000000000,1647835200000.000000000000000,false,410-12C,,Lower East Side,1,Manhattan,137
1010,11394,Installed,-74.004130300000000,40.649835499999988,50,1643839273262.000000000000000,1645851600000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
1011,11399,Installed,-73.928159299999990,40.706356599999999,22,1643922977233.000000000000000,1644642000000.000000000000000,true,,,Williamsburg,4,Brooklyn,145
1012,11406,Installed,-73.954828699999993,40.680229699999998,35,1643998311404.000000000000000,1644037200000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
1013,11418,Installed,-73.955579299999997,40.685836599999988,30,1644167814691.000000000000000,1651204800000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1014,11446,Installed,-73.946704999999994,40.677785800000002,32,1644425969925.000000000000000,1648872000000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
1015,11455,Installed,-73.984433999999993,40.715577300000007,95,1644687156204.000000000000000,1648440000000.000000000000000,true,460-14H,,Lower East Side,1,Manhattan,137
1016,11456,Installed,-73.974360399999995,40.696453499999997,22,1644688870439.000000000000000,1646370000000.000000000000000,false,,,Fort Greene,3,Brooklyn,163
1017,11460,Installed,-73.921044600000002,40.687102699999997,26,1644699856594.000000000000000,1644642000000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1018,11464,Installed,-73.986221000000000,40.716073799999997,94,1644783633861.000000000000000,1647403200000.000000000000000,true,410-13B,,Lower East Side,1,Manhattan,137
1019,11467,Installed,-73.989752099999990,40.723589099999998,37,1644857326411.000000000000000,1644987600000.000000000000000,true,Omni,,East Village,1,Manhattan,127
1020,11480,Installed,-73.923997999999997,40.681984900000003,23,1645108790313.000000000000000,1654574400000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
1021,11487,Installed,-73.984548400000008,40.716151699999998,85,1645210860029.000000000000000,1648699200000.000000000000000,false,131-16D,,Lower East Side,1,Manhattan,137
1022,11490,Installed,-73.916623999999999,40.699499499999988,23,1645288698324.000000000000000,1645246800000.000000000000000,true,Omni only,,Bushwick,4,Brooklyn,157
1023,11496,Installed,-73.940230099999994,40.674389699999999,46,1645389501658.000000000000000,1646974800000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
1024,11516,Installed,-73.946709999999996,40.721345999999997,19,1645538426566.000000000000000,1646370000000.000000000000000,true,Omni,Piotr,Greenpoint,3,Brooklyn,123
1025,11542,Installed,-73.984433999999993,40.715577300000007,95,1645646159581.000000000000000,1655006400000.000000000000000,false,460-25B ,,Lower East Side,1,Manhattan,137
1026,11545,Installed,-73.944346899999999,40.692078700000003,34,1645647440878.000000000000000,1648612800000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
1027,11548,Installed,-73.984433999999993,40.715577300000007,95,1645670680730.000000000000000,1648008000000.000000000000000,false,460-11G,,Lower East Side,1,Manhattan,137
1028,11558,Installed,-73.950890599999994,40.733537699999999,11,1645746380150.000000000000000,1659153600000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
1029,11560,Installed,-73.984433999999993,40.715577300000007,95,1645757854718.000000000000000,1647835200000.000000000000000,false,460-22g,,Lower East Side,1,Manhattan,137
1030,11561,Installed,-73.986221000000000,40.716073799999997,94,1645760381909.000000000000000,1648526400000.000000000000000,false,410-3F,,Lower East Side,1,Manhattan,137
1031,11562,Installed,-73.984548400000008,40.716151699999998,85,1645764453887.000000000000000,1662955200000.000000000000000,false,131-4F,,Lower East Side,1,Manhattan,137
1032,11563,Installed,-73.984433999999993,40.715577300000007,95,1645764657360.000000000000000,1648008000000.000000000000000,false,460-25A,,Lower East Side,1,Manhattan,137
1033,11565,Installed,-73.986221000000000,40.716073799999997,94,1645798657038.000000000000000,1647662400000.000000000000000,false,410-2G,,Lower East Side,1,Manhattan,137
1034,11567,Installed,-73.911627899999999,40.689743999999997,5,1645807986941.000000000000000,1646456400000.000000000000000,true,,,Bushwick,4,Brooklyn,157
1035,11569,Installed,-73.984433999999993,40.715577300000007,95,1645809907658.000000000000000,1652414400000.000000000000000,false,460-21H,,Lower East Side,1,Manhattan,137
1036,11571,Installed,-73.984548400000008,40.716151699999998,85,1645812328943.000000000000000,1647835200000.000000000000000,false,131-8A,,Lower East Side,1,Manhattan,137
1037,11572,Installed,-73.984433999999993,40.715577300000007,95,1645812461912.000000000000000,1648612800000.000000000000000,true,460-11F,,Lower East Side,1,Manhattan,137
1038,11573,Installed,-73.986221000000000,40.716073799999997,94,1645819338019.000000000000000,1648612800000.000000000000000,true,410-5C,,Lower East Side,1,Manhattan,137
1039,11574,Installed,-73.984548400000008,40.716151699999998,85,1645820806479.000000000000000,1649390400000.000000000000000,false,131-6G,,Lower East Side,1,Manhattan,137
1040,11577,Installed,-73.923053999999993,40.700145499999998,20,1645887544005.000000000000000,1645851600000.000000000000000,false,Omni only,,Bushwick,4,Brooklyn,157
1041,11580,Installed,-73.984548400000008,40.716151699999998,85,1645911060339.000000000000000,1649822400000.000000000000000,false,131-12H,,Lower East Side,1,Manhattan,137
1042,11581,Installed,-73.899630999999999,40.700750900000003,35,1645919478199.000000000000000,1648785600000.000000000000000,false,sxt to nn446,,Ridgewood,4,Queens,149
1043,11585,Installed,-73.991584300000000,40.660887000000002,50,1645980931135.000000000000000,1645938000000.000000000000000,true,SXT solo,,Sunset Park,3,Brooklyn,193
1044,11588,Installed,-73.913213799999994,40.692244500000001,21,1646055887298.000000000000000,1646974800000.000000000000000,true,,,Bushwick,4,Brooklyn,157
1045,11589,Installed,-73.984433999999993,40.715577300000007,95,1646069620306.000000000000000,1647835200000.000000000000000,true,460-24F,,Lower East Side,1,Manhattan,137
1046,11591,Installed,-73.984433999999993,40.715577300000007,95,1646077014490.000000000000000,1647835200000.000000000000000,false,460-17E,,Lower East Side,1,Manhattan,137
1047,11592,Installed,-73.986221000000000,40.716073799999997,94,1646077748329.000000000000000,1647316800000.000000000000000,true,410-26B,,Lower East Side,1,Manhattan,137
1048,11593,Installed,-73.986221000000000,40.716073799999997,94,1646078008318.000000000000000,1647316800000.000000000000000,true,410-25A,,Lower East Side,1,Manhattan,137
1049,11595,Installed,-73.986221000000000,40.716073799999997,94,1646078180468.000000000000000,1647316800000.000000000000000,true,410-21A,,Lower East Side,1,Manhattan,137
1050,11597,Installed,-73.986221000000000,40.716073799999997,94,1646078336707.000000000000000,1647835200000.000000000000000,true,410-17A,,Lower East Side,1,Manhattan,137
1051,11599,Installed,-73.986221000000000,40.716073799999997,94,1646078927066.000000000000000,1647576000000.000000000000000,true,410-15E,,Lower East Side,1,Manhattan,137
1052,11600,Installed,-73.984548400000008,40.716151699999998,85,1646079191097.000000000000000,1650600000000.000000000000000,true,131-25B,,Lower East Side,1,Manhattan,137
1053,11601,Installed,-73.986232000000001,40.678066000000001,18,1646083979590.000000000000000,1648353600000.000000000000000,true,,,Gowanus,3,Brooklyn,177
1054,11610,Installed,-73.984433999999993,40.715577300000007,95,1646150921142.000000000000000,1648008000000.000000000000000,true,460-10e,,Lower East Side,1,Manhattan,137
1055,11615,Installed,-73.982979999999998,40.665507800000000,51,1646191088343.000000000000000,1649822400000.000000000000000,true,Omni,,South Slope,3,Brooklyn,183
1056,11616,Installed,-73.984548400000008,40.716151699999998,85,1646227580743.000000000000000,1648008000000.000000000000000,false,131-11B,,Lower East Side,1,Manhattan,137
1057,11618,Installed,-74.000406400000003,40.659903600000000,15,1646247532338.000000000000000,1649736000000.000000000000000,true,Omni only,,Sunset Park,3,Brooklyn,193
1058,11621,Installed,-73.984548400000008,40.716151699999998,85,1646266840828.000000000000000,1648526400000.000000000000000,false,131-22A,,Lower East Side,1,Manhattan,137
1059,11628,Installed,-74.012362199999998,40.653784100000003,17,1646410374581.000000000000000,1646370000000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
1060,11632,Installed,-73.986221000000000,40.716073799999997,94,1646430937968.000000000000000,1647576000000.000000000000000,false,410-23E,,Lower East Side,1,Manhattan,137
1061,11634,Installed,-73.984433999999993,40.715577300000007,95,1646435882184.000000000000000,1651550400000.000000000000000,false,460-25H,,Lower East Side,1,Manhattan,137
1062,11637,Installed,-73.910310999999993,40.702249000000002,34,1646492633438.000000000000000,1646542800000.000000000000000,false,Omni,,Ridgewood,4,Queens,149
1063,11640,Installed,-73.915880500000000,40.698466799999998,26,1646495061727.000000000000000,1646456400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
1064,11648,Installed,-73.986221000000000,40.716073799999997,94,1646515792436.000000000000000,1647576000000.000000000000000,false,410-8F,,Lower East Side,1,Manhattan,137
1065,11650,Installed,-73.990237800000003,40.716098600000002,28,1646526347931.000000000000000,1649908800000.000000000000000,true,Omni only,,Chinatown,1,Manhattan,138
1066,11654,Installed,-73.984548400000008,40.716151699999998,85,1646528732401.000000000000000,1649304000000.000000000000000,false,131-26B,,Lower East Side,1,Manhattan,137
1067,11664,Installed,-73.913441699999993,40.687348499999999,23,1646669882874.000000000000000,1646629200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
1068,11675,Installed,-73.994947199999999,40.662117500000001,31,1646784582513.000000000000000,1646802000000.000000000000000,false,Omni,,Sunset Park,3,Brooklyn,193
1069,11684,Installed,-73.940230099999994,40.674389699999999,46,1646934116819.000000000000000,1650513600000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
1070,11685,Installed,-73.984433999999993,40.715577300000007,95,1646934155456.000000000000000,1648094400000.000000000000000,false,460-3C,,Lower East Side,1,Manhattan,137
1071,11708,Installed,-73.954596999999993,40.692248399999997,49,1647193211400.000000000000000,1649131200000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
1072,11710,Installed,-73.963441000000017,40.675065199999999,49,1647206220872.000000000000000,1650254400000.000000000000000,true,Omni only,,Prospect Heights,3,Brooklyn,175
1073,11714,Installed,-73.986221000000000,40.716073799999997,94,1647281838041.000000000000000,1648612800000.000000000000000,true,410-24E,,Lower East Side,1,Manhattan,137
1074,11718,Installed,-73.955038799999997,40.687629800000003,38,1647290476973.000000000000000,1648958400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1075,11725,Installed,-73.965460899999997,40.673507899999997,64,1647373151732.000000000000000,1647316800000.000000000000000,true,Omni,,Prospect Heights,3,Brooklyn,175
1076,11732,Installed,-73.939611799999994,40.684266000000001,26,1647443953759.000000000000000,1649217600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
1077,11733,Installed,-73.984433999999993,40.715577300000007,95,1647449607634.000000000000000,1652846400000.000000000000000,true,460-17B,,Lower East Side,1,Manhattan,137
1078,11736,Installed,-73.984433999999993,40.715577300000007,95,1647455202519.000000000000000,1655006400000.000000000000000,false,460-25E,,Lower East Side,1,Manhattan,137
1079,11738,Installed,-73.984433999999993,40.715577300000007,95,1647467902930.000000000000000,1647835200000.000000000000000,false,460-17A,,Lower East Side,1,Manhattan,137
1080,11739,Installed,-73.984548400000008,40.716151699999998,85,1647480542883.000000000000000,1649304000000.000000000000000,false,131-10E,,Lower East Side,1,Manhattan,137
1081,11744,Installed,-73.944271299999997,40.821117700000002,28,1647492363207.000000000000000,1649044800000.000000000000000,true,Omni,,Harlem,1,Manhattan,71
1082,11748,Installed,-73.961947299999991,40.657129900000001,40,1647537247152.000000000000000,1658721600000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
1083,11753,Installed,-73.984433999999993,40.715577300000007,95,1647630816728.000000000000000,1650254400000.000000000000000,false,460-20f,,Lower East Side,1,Manhattan,137
1084,11758,Installed,-73.947807299999994,40.631863299999999,15,1647714963888.000000000000000,1647662400000.000000000000000,false,vpn,,Flatbush,3,Brooklyn,199
1085,11767,Installed,-73.952001199999998,40.653115799999988,41,1647877966439.000000000000000,1650772800000.000000000000000,true,Omni,,East Flatbush,3,Brooklyn,194
1086,11775,Installed,-73.986221000000000,40.716073799999997,94,1647964516747.000000000000000,1648526400000.000000000000000,false,410-12E,,Lower East Side,1,Manhattan,137
1087,11794,Installed,-73.984433999999993,40.715577300000007,95,1648074857373.000000000000000,1648440000000.000000000000000,false,460-18G,,Lower East Side,1,Manhattan,137
1088,11801,Installed,-73.984548400000008,40.716151699999998,85,1648214613142.000000000000000,1649304000000.000000000000000,false,131-9B,,Lower East Side,1,Manhattan,137
1089,11807,Installed,-73.984548400000008,40.716151699999998,85,1648334805027.000000000000000,1649390400000.000000000000000,false,131-15F,,Lower East Side,1,Manhattan,137
1090,11808,Installed,-73.992108900000005,40.713335600000001,33,1648402147792.000000000000000,1649563200000.000000000000000,false,,,Chinatown,1,Manhattan,138
1091,11816,Installed,-74.018944444546094,40.647410655306501,28,1648580937895.000000000000000,1653192000000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
1092,11829,Installed,-73.984548400000008,40.716151699999998,85,1648736000557.000000000000000,1650340800000.000000000000000,true,131-22C ,,Lower East Side,1,Manhattan,137
1093,11831,Installed,-73.984433999999993,40.715577300000007,95,1648751912741.000000000000000,1648699200000.000000000000000,false,460-13E,,Lower East Side,1,Manhattan,137
1094,11843,Installed,-73.984577900000005,40.716031192999999,85,1648838321948.000000000000000,1590465600000.000000000000000,false,AP,131 Community Center 1,Lower East Side,1,Manhattan,137
1095,11845,Installed,-73.984600000000000,40.716009999999997,94,1648838322000.000000000000000,1590465600000.000000000000000,false,AP,131 outdoor AP,Lower East Side,1,Manhattan,137
1096,11846,Installed,-73.984526299999999,40.715830943000000,94,1648838322000.000000000000000,1590552000000.000000000000000,false,AP,T7,Lower East Side,1,Manhattan,137
1097,11847,Installed,-73.984911199999999,40.715758772000001,94,1648838322000.000000000000000,1590638400000.000000000000000,false,AP,T19,Lower East Side,1,Manhattan,137
1098,11848,Installed,-73.984640299999995,40.715488892000003,94,1648838322000.000000000000000,1590724800000.000000000000000,false,AP,T9,Lower East Side,1,Manhattan,137
1099,11849,Installed,-73.985467999999997,40.716233430999999,94,1648838417999.000000000000000,1590811200000.000000000000000,false,AP,T24,Lower East Side,1,Manhattan,137
1100,11850,Installed,-73.985817999999995,40.715840210000003,94,1648838458968.000000000000000,1590897600000.000000000000000,false,AP,T28,Lower East Side,1,Manhattan,137
1101,11851,Installed,-73.986221000000000,40.716073799999997,94,1648838495195.000000000000000,1619582400000.000000000000000,false,AP,410 25th Fl 1,Lower East Side,1,Manhattan,137
1102,11852,Installed,-73.986221000000000,40.716073799999997,94,1648838528906.000000000000000,1619668800000.000000000000000,false,AP,410 25th Fl 2,Lower East Side,1,Manhattan,137
1103,11853,Installed,-73.986221000000000,40.716073799999997,94,1648838581651.000000000000000,1619755200000.000000000000000,false,AP,410 25th Fl 1,Lower East Side,1,Manhattan,137
1104,11854,Installed,-73.986221000000000,40.716073799999997,94,1648839095503.000000000000000,1619841600000.000000000000000,false,AP,410 25th Fl 2,Lower East Side,1,Manhattan,137
1105,11863,Installed,-73.952986999999993,40.739688000000001,5,1648925883121.000000000000000,1648958400000.000000000000000,true,Omni,,Long Island City,4,Queens,104
1106,11864,Installed,-73.894572400000001,40.703905499999998,45,1648939339399.000000000000000,1656820800000.000000000000000,false,,,Glendale,4,Queens,150
1107,11872,Installed,-73.980370100000002,40.729315499999998,26,1649008034066.000000000000000,1650427200000.000000000000000,false,,,East Village,1,Manhattan,127
1108,11875,Installed,-73.938994399999999,40.696138900000001,17,1649012283000.000000000000000,1648958400000.000000000000000,false,AP,East,Bedford-Stuyvesant,3,Brooklyn,169
1109,11876,Installed,-73.939423300000001,40.695989099999998,17,1649098683000.000000000000000,1648958400000.000000000000000,false,AP,Southeast,Bedford-Stuyvesant,3,Brooklyn,169
1110,11877,Installed,-73.939715300000003,40.695864100000001,17,1649185083000.000000000000000,1648958400000.000000000000000,false,AP,South,Bedford-Stuyvesant,3,Brooklyn,169
1111,11878,Installed,-73.940044499999999,40.695904499999997,17,1649271483000.000000000000000,1648958400000.000000000000000,false,AP,Southwest,Bedford-Stuyvesant,3,Brooklyn,169
1112,11879,Installed,-73.940349600000005,40.696212099999997,17,1649357883000.000000000000000,1648958400000.000000000000000,false,AP,Northwest,Bedford-Stuyvesant,3,Brooklyn,169
1113,11880,Installed,-73.939547800000000,40.696236700000000,17,1649026757727.000000000000000,1648958400000.000000000000000,false,AP,Northeast,Bedford-Stuyvesant,3,Brooklyn,169
1114,11891,Installed,-73.952492499999991,40.680348400000000,37,1649184210752.000000000000000,1650254400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1115,11912,Installed,-73.918940300000003,40.687063400000000,31,1649532918620.000000000000000,1652846400000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
1116,11916,Installed,-73.929253199999991,40.690714999999997,28,1649683585019.000000000000000,1651723200000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1117,11925,Installed,-73.913500799999994,40.699749500000003,32,1649858041393.000000000000000,1649822400000.000000000000000,false,Omni,,Bushwick,4,Brooklyn,157
1118,11926,Installed,-73.952001199999998,40.653115799999988,41,1649866676436.000000000000000,1650772800000.000000000000000,true,,,East Flatbush,3,Brooklyn,194
1119,11930,Installed,-73.935227799999993,40.695667399999998,32,1649924125416.000000000000000,1651118400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1120,11934,Installed,-73.934705899999997,40.713638300000000,28,1649949481979.000000000000000,1655956800000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
1121,11943,Installed,-73.953294799999995,40.683106600000002,39,1650130270689.000000000000000,1654056000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
1122,11960,Installed,-73.947347999999991,40.721094000000001,31,1650385741531.000000000000000,1662004800000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
1123,11965,Installed,-73.962482800000004,40.678104800000000,49,1650460207014.000000000000000,1666324800000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
1124,11967,Installed,-73.911764800000000,40.699379899999997,27,1650465665694.000000000000000,1654315200000.000000000000000,true,,,Bushwick,4,Brooklyn,157
1125,11973,Installed,-73.983714599999999,40.664684399999999,53,1650640916972.000000000000000,1663473600000.000000000000000,true,,,South Slope,3,Brooklyn,183
1126,11984,Installed,-74.013073699999993,40.649689700000003,27,1650830603522.000000000000000,1650772800000.000000000000000,false,,,Sunset Park,3,Brooklyn,193
1127,11989,Installed,-73.966875700000003,40.673480400000003,62,1650909124011.000000000000000,1652068800000.000000000000000,true,,,Prospect Heights,3,Brooklyn,175
1128,11993,Installed,-73.962482800000004,40.678104800000000,49,1650986330472.000000000000000,1666324800000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
1129,12005,Installed,-74.001367399999992,40.660868899999997,16,1651065888270.000000000000000,1651032000000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
1130,12006,Installed,-73.984548400000008,40.716151699999998,85,1651071312684.000000000000000,1651118400000.000000000000000,false,131-8H,,Lower East Side,1,Manhattan,137
1131,12008,Installed,-73.984433999999993,40.715577300000007,95,1651076068773.000000000000000,1651636800000.000000000000000,true,460-26G,,Lower East Side,1,Manhattan,137
1132,12009,Installed,-73.984433999999993,40.715577300000007,95,1651079510839.000000000000000,1651636800000.000000000000000,true,460-14A,,Lower East Side,1,Manhattan,137
1133,12018,Installed,-73.984548400000008,40.716151699999998,85,1651169977586.000000000000000,1652414400000.000000000000000,false,131-21H,,Lower East Side,1,Manhattan,137
1134,12029,Installed,-73.958300100000002,40.656804100000002,46,1651267836679.000000000000000,1652846400000.000000000000000,false,,,Prospect-Lefferts Gardens,3,Brooklyn,187
1135,12035,Installed,-73.951815600000003,40.677665099999999,41,1651374117543.000000000000000,1659585600000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
1136,12036,Installed,-73.905741199999994,40.701530099999999,36,1651426592228.000000000000000,1652587200000.000000000000000,true,Omni only,,Ridgewood,4,Queens,149
1137,12042,Installed,-73.986221000000000,40.716073799999997,94,1651585876424.000000000000000,1653451200000.000000000000000,true,410-7F,,Lower East Side,1,Manhattan,137
1138,12063,Installed,-73.986221000000000,40.716073799999997,94,1651797752840.000000000000000,1653451200000.000000000000000,true,410-8A,,Lower East Side,1,Manhattan,137
1139,12071,Installed,-73.957006399999997,40.686678999999998,34,1651943567665.000000000000000,1658721600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
1140,12074,Installed,-73.952629000000002,40.673371099999997,43,1651980791656.000000000000000,1652846400000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
1141,12080,Installed,-73.966875700000003,40.673480400000003,62,1652108657116.000000000000000,1652846400000.000000000000000,false,,,Prospect Heights,3,Brooklyn,175
1142,12089,Installed,-73.984548400000008,40.716151699999998,85,1652187771166.000000000000000,1654056000000.000000000000000,false,131-17C,,Lower East Side,1,Manhattan,137
1143,12101,Installed,-73.984433999999993,40.715577300000007,95,1652384726789.000000000000000,1652846400000.000000000000000,false,460-21C,,Lower East Side,1,Manhattan,137
1144,12103,Installed,-73.961309099999994,40.685890999999998,34,1652394799929.000000000000000,1656216000000.000000000000000,true,hub 60lr to Wave60 + Omni,Quincy,Clinton Hill,3,Brooklyn,165
1145,12117,Installed,-73.951903999999999,40.819046999999998,65,1652710181165.000000000000000,1663041600000.000000000000000,true,Omni + sector,Amsterdam,Harlem,1,Manhattan,71
1146,12120,Installed,-73.984548400000008,40.716151699999998,85,1652724038676.000000000000000,1653537600000.000000000000000,true,131-12F,,Lower East Side,1,Manhattan,137
1147,12121,Installed,-73.981071000000000,40.727888999999998,27,1652727420502.000000000000000,1652673600000.000000000000000,true,,,East Village,1,Manhattan,127
1148,12122,Installed,-73.955190500000015,40.674641299999998,46,1652733490996.000000000000000,1654228800000.000000000000000,false,,,Crown Heights,3,Brooklyn,180
1149,12130,Installed,-73.984433999999993,40.715577300000007,95,1652825178496.000000000000000,1653364800000.000000000000000,false,460-19B,,Lower East Side,1,Manhattan,137
1150,12132,Installed,-73.984548400000008,40.716151699999998,85,1652830276098.000000000000000,1652932800000.000000000000000,true,131-25C,,Lower East Side,1,Manhattan,137
1151,12148,Installed,-73.997706100000002,40.659584899999999,17,1653004601538.000000000000000,1663473600000.000000000000000,true,Omni only,,Sunset Park,3,Brooklyn,193
1152,12149,Installed,-73.986221000000000,40.716073799999997,94,1653014485008.000000000000000,1655265600000.000000000000000,true,410-25G,,Lower East Side,1,Manhattan,137
